Ward,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F
59,12918,56341,30990,25351,5733,3132,2601,5128,2857,2271,0,0,0,44895,24940,19955,11446,6050,5396,22211,18528,3683,21450,18070,3380,286,282,4,300,281,19,706,631,75,20158,16876,3282,761,458,303,12,8,4,104,47,57,47,24,23,598,379,219,619,367,252,11,8,3,102,45,57,24,13,11,482,301,181,142,91,51,1,0,1,2,2,0,23,11,12,116,78,38,34130,12462,21668
58,9773,42423,21813,20610,3562,1920,1642,2657,1402,1255,0,0,0,36810,19189,17621,5613,2624,2989,15854,12144,3710,15500,11974,3526,15,10,5,11,5,6,562,497,65,14912,11462,3450,354,170,184,7,0,7,3,0,3,6,4,2,338,166,172,289,130,159,7,0,7,3,0,3,1,0,1,278,130,148,65,40,25,0,0,0,0,0,0,5,4,1,60,36,24,26569,9669,16900
57,12247,55273,28815,26458,5340,2893,2447,6883,3777,3106,0,0,0,45105,23951,21154,10168,4864,5304,20742,15691,5051,20044,15206,4838,10,9,1,149,123,26,784,705,79,19101,14369,4732,698,485,213,2,1,1,2,2,0,10,6,4,684,476,208,606,424,182,2,1,1,2,2,0,9,6,3,593,415,178,92,61,31,0,0,0,0,0,0,1,0,1,91,61,30,34531,13124,21407
56,10313,47170,24648,22522,4198,2264,1934,2188,1203,985,0,0,0,40653,21512,19141,6517,3136,3381,17149,13829,3320,16561,13431,3130,16,13,3,22,18,4,556,511,45,15967,12889,3078,588,398,190,4,1,3,6,2,4,18,11,7,560,384,176,533,370,163,4,1,3,5,1,4,16,10,6,508,358,150,55,28,27,0,0,0,1,1,0,2,1,1,52,26,26,30021,10819,19202
55,12995,59383,32454,26929,6766,3642,3124,7859,4510,3349,0,0,0,45476,26072,19404,13907,6382,7525,21466,18145,3321,20505,17486,3019,20,18,2,42,36,6,882,793,89,19561,16639,2922,961,659,302,5,4,1,10,6,4,12,9,3,934,640,294,886,601,285,5,4,1,10,6,4,12,9,3,859,582,277,75,58,17,0,0,0,0,0,0,0,0,0,75,58,17,37917,14309,23608
54,11730,56149,30194,25955,6352,3401,2951,6578,3582,2996,0,0,0,43165,24344,18821,12984,5850,7134,19400,16210,3190,18905,15892,3013,15,13,2,21,19,2,443,409,34,18426,15451,2975,495,318,177,6,3,3,3,3,0,4,2,2,482,310,172,444,282,162,6,3,3,3,3,0,4,2,2,431,274,157,51,36,15,0,0,0,0,0,0,0,0,0,51,36,15,36749,13984,22765
53,11377,51528,26927,24601,4526,2467,2059,4082,2185,1897,0,0,0,43565,23149,20416,7963,3778,4185,19344,15000,4344,18848,14697,4151,8,5,3,25,21,4,661,597,64,18154,14074,4080,496,303,193,6,4,2,4,2,2,20,13,7,466,284,182,427,263,164,6,4,2,3,2,1,16,10,6,402,247,155,69,40,29,0,0,0,1,0,1,4,3,1,64,37,27,32184,11927,20257
52,11176,49787,26581,23206,4608,2538,2070,3019,1622,1397,0,0,0,42020,22761,19259,7767,3820,3947,18394,14742,3652,18017,14529,3488,15,14,1,11,10,1,374,336,38,17617,14169,3448,377,213,164,5,2,3,1,0,1,21,13,8,350,198,152,316,177,139,5,2,3,1,0,1,15,9,6,295,166,129,61,36,25,0,0,0,0,0,0,6,4,2,55,32,23,31393,11839,19554
51,10451,48118,24863,23255,4025,2249,1776,1309,686,623,0,0,0,42821,22243,20578,5297,2620,2677,17880,13798,4082,17557,13634,3923,19,13,6,20,18,2,721,659,62,16797,12944,3853,323,164,159,8,3,5,1,0,1,16,5,11,298,156,142,291,145,146,8,3,5,1,0,1,13,3,10,269,139,130,32,19,13,0,0,0,0,0,0,3,2,1,29,17,12,30238,11065,19173
50,13949,58558,30108,28450,4798,2550,2248,1019,547,472,0,0,0,50868,26427,24441,7690,3681,4009,22849,16807,6042,22212,16375,5837,20,16,4,46,32,14,697,620,77,21449,15707,5742,637,432,205,4,2,2,1,0,1,5,2,3,627,428,199,421,308,113,3,1,2,1,0,1,5,2,3,412,305,107,216,124,92,1,1,0,0,0,0,0,0,0,215,123,92,35709,13301,22408
49,16954,73580,40392,33188,7588,4061,3527,6132,3584,2548,0,0,0,59240,33643,25597,14340,6749,7591,26046,21194,4852,25182,20518,4664,14,12,2,45,37,8,611,551,60,24512,19918,4594,864,676,188,14,9,5,13,10,3,13,6,7,824,651,173,588,450,138,13,9,4,9,8,1,6,1,5,560,432,128,276,226,50,1,0,1,4,2,2,7,5,2,264,219,45,47534,19198,28336
48,9763,53052,28004,25048,6942,3718,3224,25446,13159,12287,0,0,0,38008,21948,16060,15044,6056,8988,15947,13998,1949,15248,13456,1792,16,14,2,46,41,5,613,446,167,14573,12955,1618,699,542,157,8,6,2,4,3,1,19,8,11,668,525,143,554,421,133,8,6,2,3,2,1,15,6,9,528,407,121,145,121,24,0,0,0,1,1,0,4,2,2,140,118,22,37105,14006,23099
47,10725,55177,29630,25547,6929,3660,3269,21162,11091,10071,0,0,0,40531,23533,16998,14646,6097,8549,16644,15054,1590,15961,14503,1458,23,20,3,34,26,8,197,170,27,15707,14287,1420,683,551,132,4,4,0,3,2,1,17,10,7,659,535,124,548,438,110,4,4,0,3,2,1,15,9,6,526,423,103,135,113,22,0,0,0,0,0,0,2,1,1,133,112,21,38533,14576,23957
46,11836,60882,32353,28529,7656,4042,3614,29862,15550,14312,0,0,0,42878,24894,17984,18004,7459,10545,19371,16936,2435,18246,16091,2155,28,18,10,88,74,14,443,344,99,17687,15655,2032,1125,845,280,15,10,5,5,4,1,43,17,26,1062,814,248,950,711,239,15,10,5,5,4,1,36,16,20,894,681,213,175,134,41,0,0,0,0,0,0,7,1,6,168,133,35,41511,15417,26094
45,13738,62796,32675,30121,5985,3269,2716,6764,3545,3219,0,0,0,53669,28451,25218,9127,4224,4903,21638,17458,4180,21111,17113,3998,31,20,11,32,24,8,632,586,46,20416,16483,3933,527,345,182,11,5,6,5,3,2,26,11,15,485,326,159,405,253,152,11,5,6,5,3,2,12,3,9,377,242,135,122,92,30,0,0,0,0,0,0,14,8,6,108,84,24,41158,15217,25941
44,17454,90499,48786,41713,12857,6890,5967,14301,7588,6713,0,0,0,64570,37643,26927,25929,11143,14786,27134,24997,2137,26139,24288,1851,48,42,6,119,113,6,547,494,53,25425,23639,1786,995,709,286,12,6,6,3,2,1,37,23,14,943,678,265,846,593,253,12,6,6,2,1,1,26,15,11,806,571,235,149,116,33,0,0,0,1,1,0,11,8,3,137,107,30,63365,23789,39576
43,14358,73862,39391,34471,10497,5564,4933,16707,8735,7972,0,0,0,52371,30310,22061,21491,9081,12410,22044,19744,2300,21365,19283,2082,30,29,1,67,62,5,784,601,183,20484,18591,1893,679,461,218,11,10,1,4,4,0,61,29,32,603,418,185,592,409,183,11,10,1,4,4,0,53,26,27,524,369,155,87,52,35,0,0,0,0,0,0,8,3,5,79,49,30,51818,19647,32171
42,9124,44150,23589,20561,4998,2634,2364,13782,7237,6545,0,0,0,32588,18575,14013,11562,5014,6548,15296,12815,2481,14822,12455,2367,8,7,1,28,22,6,270,246,24,14516,12180,2336,474,360,114,18,6,12,2,2,0,8,4,4,446,348,98,413,311,102,18,6,12,2,2,0,8,4,4,385,299,86,61,49,12,0,0,0,0,0,0,0,0,0,61,49,12,28854,10774,18080
41,11527,51975,26627,25348,4422,2415,2007,8593,4464,4129,0,0,0,44739,23347,21392,7236,3280,3956,18881,14527,4354,18579,14350,4229,17,13,4,94,73,21,588,532,56,17880,13732,4148,302,177,125,3,3,0,18,15,3,8,3,5,273,156,117,232,127,105,3,3,0,12,9,3,7,3,4,210,112,98,70,50,20,0,0,0,6,6,0,1,0,1,63,44,19,33094,12100,20994
40,8428,45780,24266,21514,6215,3308,2907,17706,9225,8481,0,0,0,32281,18528,13753,13499,5738,7761,13638,12253,1385,12955,11686,1269,27,26,1,22,20,2,253,206,47,12653,11434,1219,683,567,116,6,5,1,3,2,1,9,4,5,665,556,109,596,492,104,6,5,1,3,2,1,7,2,5,580,483,97,87,75,12,0,0,0,0,0,0,2,2,0,85,73,12,32142,12013,20129
39,9522,52453,27631,24822,7074,3718,3356,20008,10315,9693,0,0,0,35415,20460,14955,17038,7171,9867,15654,13983,1671,14942,13463,1479,67,62,5,34,27,7,549,436,113,14292,12938,1354,712,520,192,5,3,2,8,5,3,37,25,12,662,487,175,506,347,159,5,3,2,8,5,3,26,16,10,467,323,144,206,173,33,0,0,0,0,0,0,11,9,2,195,164,31,36799,13648,23151
38,10657,57251,30399,26852,7784,4088,3696,23953,12541,11412,0,0,0,38940,22705,16235,18311,7694,10617,17266,15148,2118,15681,13854,1827,17,16,1,48,45,3,426,374,52,15190,13419,1771,1585,1294,291,8,5,3,12,10,2,34,24,10,1531,1255,276,1224,990,234,8,5,3,11,9,2,14,8,6,1191,968,223,361,304,57,0,0,0,1,1,0,20,16,4,340,287,53,39985,15251,24734
37,10686,59898,31276,28622,8211,4341,3870,33892,17490,16402,0,0,0,40669,23359,17310,19229,7917,11312,18437,15774,2663,17293,14846,2447,27,17,10,100,84,16,434,333,101,16732,14412,2320,1144,928,216,16,13,3,15,12,3,41,27,14,1072,876,196,921,745,176,16,13,3,14,11,3,31,20,11,860,701,159,223,183,40,0,0,0,1,1,0,10,7,3,212,175,37,41461,15502,25959
36,15266,80712,43395,37317,11432,5939,5493,14290,7612,6678,0,0,0,56428,33554,22874,24284,9841,14443,23009,21381,1628,21531,20200,1331,30,30,0,256,249,7,459,386,73,20786,19535,1251,1478,1181,297,21,13,8,187,174,13,109,57,52,1161,937,224,1170,932,238,20,12,8,164,151,13,84,43,41,902,726,176,308,249,59,1,1,0,23,23,0,25,14,11,259,211,48,57703,22014,35689
35,16458,90743,48579,42164,12805,6662,6143,22119,11705,10414,0,0,0,61992,36560,25432,28751,12019,16732,25830,23579,2251,24242,22327,1915,41,38,3,108,96,12,820,689,131,23273,21504,1769,1588,1252,336,13,4,9,8,6,2,82,51,31,1485,1191,294,1377,1083,294,12,3,9,6,4,2,66,43,23,1293,1033,260,211,169,42,1,1,0,2,2,0,16,8,8,192,158,34,64913,25000,39913
34,11688,62507,33654,28853,9454,4931,4523,7055,3738,3317,0,0,0,43672,25663,18009,18835,7991,10844,17644,16215,1429,16722,15530,1192,63,56,7,72,67,5,375,317,58,16212,15090,1122,922,685,237,11,8,3,16,13,3,51,23,28,844,641,203,747,569,178,10,8,2,14,11,3,36,19,17,687,531,156,175,116,59,1,0,1,2,2,0,15,4,11,157,110,47,44863,17439,27424
33,21348,111756,60374,51382,16982,8908,8074,14303,7707,6596,0,0,0,75039,44884,30155,36717,15490,21227,31213,29159,2054,30039,28332,1707,30,28,2,136,131,5,638,565,73,29235,27608,1627,1174,827,347,17,13,4,6,5,1,47,17,30,1104,792,312,990,696,294,16,12,4,5,4,1,44,16,28,925,664,261,184,131,53,1,1,0,1,1,0,3,1,2,179,128,51,80543,31215,49328
32,16433,82666,44541,38125,11107,6002,5105,7269,3860,3409,0,0,0,61161,34768,26393,21505,9773,11732,26255,23272,2983,25011,22418,2593,84,67,17,127,97,30,569,494,75,24231,21760,2471,1244,854,390,25,10,15,60,42,18,39,15,24,1120,787,333,1023,720,303,23,10,13,54,38,16,30,14,16,916,658,258,221,134,87,2,0,2,6,4,2,9,1,8,204,129,75,56411,21269,35142
31,12384,66035,35015,31020,8913,4767,4146,24330,12683,11647,0,0,0,46492,26607,19885,19543,8408,11135,20253,17997,2256,19602,17525,2077,35,34,1,25,20,5,695,615,80,18847,16856,1991,651,472,179,6,5,1,4,4,0,54,26,28,587,437,150,574,409,165,6,5,1,4,4,0,48,23,25,516,377,139,77,63,14,0,0,0,0,0,0,6,3,3,71,60,11,45782,17018,28764
30,10928,55163,30454,24709,7989,4363,3626,7805,4261,3544,0,0,0,39071,23420,15651,16092,7034,9058,17490,15444,2046,16502,14691,1811,824,688,136,306,267,39,360,302,58,15012,13434,1578,988,753,235,78,30,48,47,32,15,24,14,10,839,677,162,843,638,205,70,25,45,38,26,12,19,12,7,716,575,141,145,115,30,8,5,3,9,6,3,5,2,3,123,102,21,37673,15010,22663
29,13315,69052,36890,32162,8985,4885,4100,10870,5716,5154,0,0,0,51675,29464,22211,17377,7426,9951,20748,18240,2508,19256,17061,2195,508,445,63,318,297,21,528,455,73,17902,15864,2038,1492,1179,313,48,31,17,75,58,17,89,61,28,1280,1029,251,1221,971,250,41,28,13,58,49,9,63,47,16,1059,847,212,271,208,63,7,3,4,17,9,8,26,14,12,221,182,39,48304,18650,29654
28,15473,87629,47694,39935,12878,6902,5976,12884,6968,5916,0,0,0,54180,32413,21767,33449,15281,18168,26605,23023,3582,24233,21213,3020,802,679,123,708,563,145,651,564,87,22072,19407,2665,2372,1810,562,36,27,9,160,116,44,125,66,59,2051,1601,450,1932,1475,457,33,25,8,133,96,37,107,59,48,1659,1295,364,440,335,105,3,2,1,27,20,7,18,7,11,392,306,86,61024,24671,36353
27,14224,73284,39563,33721,10454,5676,4778,13748,7283,6465,0,0,0,51489,30276,21213,21795,9287,12508,21589,19466,2123,20130,18350,1780,299,287,12,356,299,57,702,597,105,18773,17167,1606,1459,1116,343,39,27,12,173,145,28,61,31,30,1186,913,273,1185,906,279,29,20,9,156,130,26,53,25,28,947,731,216,274,210,64,10,7,3,17,15,2,8,6,2,239,182,57,51695,20097,31598
26,17579,83734,46255,37479,12511,6570,5941,23954,13192,10762,0,0,0,52784,32537,20247,30950,13718,17232,26082,23028,3054,24783,22004,2779,43,35,8,255,216,39,360,283,77,24125,21470,2655,1299,1024,275,8,4,4,37,27,10,25,15,10,1229,978,251,1100,867,233,7,4,3,34,25,9,24,14,10,1035,824,211,199,157,42,1,0,1,3,2,1,1,1,0,194,154,40,57652,23227,34425
25,19516,96002,51063,44939,12341,6620,5721,19275,10204,9071,0,0,0,72228,40696,31532,23774,10367,13407,30270,25971,4299,28696,24832,3864,29,22,7,70,63,7,890,800,90,27707,23947,3760,1574,1139,435,13,11,2,21,17,4,33,23,10,1507,1088,419,1230,902,328,13,11,2,20,16,4,24,18,6,1173,857,316,344,237,107,0,0,0,1,1,0,9,5,4,334,231,103,65732,25092,40640
24,15351,77614,41515,36099,9955,5336,4619,13220,6940,6280,0,0,0,57294,32565,24729,20320,8950,11370,24323,21534,2789,23413,20862,2551,22,18,4,44,33,11,583,501,82,22764,20310,2454,910,672,238,10,7,3,7,6,1,48,19,29,845,640,205,711,510,201,10,7,3,7,6,1,29,14,15,665,483,182,199,162,37,0,0,0,0,0,0,19,5,14,180,157,23,53291,19981,33310
23,18398,94843,50912,43931,13076,6960,6116,9906,5252,4654,0,0,0,69256,39948,29308,25587,10964,14623,28641,26239,2402,27604,25482,2122,26,21,5,40,35,5,1126,1002,124,26412,24424,1988,1037,757,280,8,2,6,7,5,2,65,36,29,957,714,243,813,574,239,8,2,6,4,3,1,51,25,26,750,544,206,224,183,41,0,0,0,3,2,1,14,11,3,207,170,37,66202,24673,41529
22,11742,52541,27778,24763,5945,3230,2715,4380,2299,2081,0,0,0,41526,22617,18909,11015,5161,5854,17919,14797,3122,16987,14148,2839,12,10,2,45,39,6,503,443,60,16427,13656,2771,932,649,283,11,7,4,14,10,4,29,16,13,878,616,262,805,564,241,11,7,4,11,8,3,26,14,12,757,535,222,127,85,42,0,0,0,3,2,1,3,2,1,121,81,40,34622,12981,21641
21,20787,92432,48333,44099,9414,5098,4316,5102,2660,2442,0,0,0,79139,42103,37036,13293,6230,7063,31787,26022,5765,30912,25555,5357,36,30,6,72,55,17,784,671,113,30020,24799,5221,875,467,408,7,3,4,7,3,4,45,17,28,816,444,372,773,411,362,7,3,4,6,3,3,39,15,24,721,390,331,102,56,46,0,0,0,1,0,1,6,2,4,95,54,41,60645,22311,38334
20,12507,63220,34143,29077,8542,4522,4020,12790,6881,5909,0,0,0,42323,24633,17690,20897,9510,11387,20416,17948,2468,19623,17407,2216,29,18,11,25,19,6,288,226,62,19281,17144,2137,793,541,252,9,5,4,1,0,1,31,14,17,752,522,230,594,417,177,9,5,4,0,0,0,27,13,14,558,399,159,199,124,75,0,0,0,1,0,1,4,1,3,194,123,71,42804,16195,26609
19,18463,96526,52242,44284,14347,7592,6755,20207,10817,9390,0,0,0,62399,37097,25302,34127,15145,18982,29634,26551,3083,27994,25277,2717,37,34,3,274,196,78,631,538,93,27052,24509,2543,1640,1274,366,7,5,2,35,25,10,123,74,49,1475,1170,305,1269,982,287,5,3,2,29,20,9,104,62,42,1131,897,234,371,292,79,2,2,0,6,5,1,19,12,7,344,273,71,66892,25691,41201
18,14850,74820,40767,34053,10432,5489,4943,8431,4527,3904,0,0,0,54151,31800,22351,20669,8967,11702,23490,21043,2447,22554,20383,2171,66,59,7,77,67,10,668,534,134,21743,19723,2020,936,660,276,6,5,1,11,3,8,29,13,16,890,639,251,777,559,218,3,3,0,7,2,5,27,11,16,740,543,197,159,101,58,3,2,1,4,1,3,2,2,0,150,96,54,51330,19724,31606
